[*] Generating 8-bit Prime-Harmonic Manifold...
[*] Initial Manifold Size: 267
[*] Pruning 11 values...
[*] Final Manifold Size: 256
[*] Launching 0.1B ANTIGRAVITY (Phase 53)...
[*] Resuming...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
[*] Keys Adjusted: 0 missing, 0 unexpected.
[*] Clearing Initialization Memory...
C:\Users\phil\AppData\Roaming\Python\Python310\site-packages\huggingface_hub\file_download.py:896: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
Token indices sequence length is longer than the specified maximum sequence length for this model (1055 > 1024). Running this sequence through the model will result in indexing errors
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1593 | Tension: 0.999263
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1664 | Tension: 0.999289
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1496 | Tension: 0.998975
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 731 | Tension: 0.999872
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 752 | Tension: 0.999440
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 780 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 854 | Tension: 0.999552
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1069 | Tension: 1.000097
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1270 | Tension: 0.999370
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 961 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 821 | Tension: 0.999565
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 972 | Tension: 0.999853
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 749 | Tension: 0.999543
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 834 | Tension: 0.999739
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 672 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 987 | Tension: 0.999792
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 786 | Tension: 0.999548
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1093 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 883 | Tension: 0.999703
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1139 | Tension: 0.999692
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 920 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2243 | Tension: 1.000158
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2371 | Tension: 0.999608
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1284 | Tension: 0.999995
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 877 | Tension: 0.999808
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1378 | Tension: 1.000949
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2124 | Tension: 1.000284
[!] AVALANCHE in head | Flips: 9381 | Tension: 0.996698
Step 22 | Loss: 5.4606 | TPS: 5501.19 | Flips: 0.0391% | P-Scale: 0.9996 | Anneal: 0.61 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1653 | Tension: 0.999289
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1538 | Tension: 0.998970
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 746 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 726 | Tension: 0.999439
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 749 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 879 | Tension: 0.999551
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1019 | Tension: 1.000095
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1216 | Tension: 0.999370
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 971 | Tension: 0.999906
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 827 | Tension: 0.999564
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 1004 | Tension: 0.999853
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 774 | Tension: 0.999543
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 902 | Tension: 0.999740
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 681 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1087 | Tension: 0.999790
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 881 | Tension: 0.999548
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1081 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 942 | Tension: 0.999703
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1143 | Tension: 0.999692
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 915 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2341 | Tension: 1.000161
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2430 | Tension: 0.999610
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1286 | Tension: 0.999997
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 862 | Tension: 0.999808
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1435 | Tension: 1.000951
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2200 | Tension: 1.000286
[!] AVALANCHE in head | Flips: 11052 | Tension: 0.996690
Step 23 | Loss: 5.4462 | TPS: 5474.74 | Flips: 0.0414% | P-Scale: 0.9996 | Anneal: 0.61 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1581 | Tension: 0.999290
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1500 | Tension: 0.998965
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 746 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 691 | Tension: 0.999438
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 798 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 767 | Tension: 0.999549
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1035 | Tension: 1.000094
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1093 | Tension: 0.999369
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 965 | Tension: 0.999905
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 796 | Tension: 0.999563
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 908 | Tension: 0.999851
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 720 | Tension: 0.999542
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 917 | Tension: 0.999741
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 689 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1065 | Tension: 0.999788
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 788 | Tension: 0.999547
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1090 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 825 | Tension: 0.999703
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1123 | Tension: 0.999693
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 867 | Tension: 0.999610
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2188 | Tension: 1.000163
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2280 | Tension: 0.999611
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1135 | Tension: 0.999998
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 839 | Tension: 0.999809
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1347 | Tension: 1.000955
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2032 | Tension: 1.000290
[!] AVALANCHE in head | Flips: 9736 | Tension: 0.996682
Step 24 | Loss: 5.4045 | TPS: 5474.15 | Flips: 0.0385% | P-Scale: 0.9996 | Anneal: 0.62 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1658 | Tension: 0.999291
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1546 | Tension: 0.998961
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 773 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 759 | Tension: 0.999437
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 760 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 854 | Tension: 0.999548
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1082 | Tension: 1.000092
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1237 | Tension: 0.999368
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 919 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 806 | Tension: 0.999563
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 1018 | Tension: 0.999849
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 782 | Tension: 0.999542
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 897 | Tension: 0.999742
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 741 | Tension: 0.999582
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1086 | Tension: 0.999787
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 840 | Tension: 0.999547
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1202 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 902 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1117 | Tension: 0.999693
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 898 | Tension: 0.999609
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2326 | Tension: 1.000165
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2337 | Tension: 0.999612
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1282 | Tension: 1.000000
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 939 | Tension: 0.999810
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1447 | Tension: 1.000959
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2130 | Tension: 1.000293
[!] AVALANCHE in head | Flips: 10882 | Tension: 0.996675
Step 25 | Loss: 5.0836 | TPS: 5467.76 | Flips: 0.0412% | P-Scale: 0.9996 | Anneal: 0.62 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1648 | Tension: 0.999292
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1593 | Tension: 0.998956
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 769 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 818 | Tension: 0.999437
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 795 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 813 | Tension: 0.999547
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1033 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1154 | Tension: 0.999368
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 942 | Tension: 0.999903
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 836 | Tension: 0.999562
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 1032 | Tension: 0.999848
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 818 | Tension: 0.999541
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 871 | Tension: 0.999743
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 659 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 983 | Tension: 0.999785
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 799 | Tension: 0.999546
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1084 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 881 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1228 | Tension: 0.999694
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 932 | Tension: 0.999608
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2269 | Tension: 1.000168
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2345 | Tension: 0.999613
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1202 | Tension: 1.000002
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 823 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1388 | Tension: 1.000962
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2069 | Tension: 1.000295
[!] AVALANCHE in head | Flips: 10017 | Tension: 0.996667
Step 26 | Loss: 5.7604 | TPS: 5402.17 | Flips: 0.0398% | P-Scale: 0.9996 | Anneal: 0.63 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1682 | Tension: 0.999294
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1513 | Tension: 0.998952
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 768 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 821 | Tension: 0.999436
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 701 | Tension: 0.999901
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 819 | Tension: 0.999546
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1023 | Tension: 1.000089
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1165 | Tension: 0.999367
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 940 | Tension: 0.999902
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 812 | Tension: 0.999562
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 930 | Tension: 0.999847
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 741 | Tension: 0.999540
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 893 | Tension: 0.999744
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 724 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 943 | Tension: 0.999783
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 753 | Tension: 0.999545
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1053 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 887 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1234 | Tension: 0.999693
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 985 | Tension: 0.999607
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2239 | Tension: 1.000170
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2369 | Tension: 0.999614
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1362 | Tension: 1.000003
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 1014 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1396 | Tension: 1.000965
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2118 | Tension: 1.000297
[!] AVALANCHE in head | Flips: 9946 | Tension: 0.996661
Step 27 | Loss: 5.2241 | TPS: 5400.89 | Flips: 0.0399% | P-Scale: 0.9996 | Anneal: 0.64 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1644 | Tension: 0.999294
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1529 | Tension: 0.998947
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 799 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 787 | Tension: 0.999435
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 752 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 758 | Tension: 0.999545
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1118 | Tension: 1.000089
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1119 | Tension: 0.999367
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 913 | Tension: 0.999902
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 750 | Tension: 0.999561
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 955 | Tension: 0.999846
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 788 | Tension: 0.999539
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 913 | Tension: 0.999745
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 719 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1008 | Tension: 0.999782
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 758 | Tension: 0.999545
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1075 | Tension: 0.999818
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 856 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1254 | Tension: 0.999693
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 966 | Tension: 0.999606
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2203 | Tension: 1.000172
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2335 | Tension: 0.999616
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1352 | Tension: 1.000004
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 986 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1481 | Tension: 1.000969
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2048 | Tension: 1.000299
[!] AVALANCHE in head | Flips: 10754 | Tension: 0.996654
Step 28 | Loss: 5.2114 | TPS: 5488.86 | Flips: 0.0406% | P-Scale: 0.9996 | Anneal: 0.64 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1584 | Tension: 0.999295
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1495 | Tension: 0.998942
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 765 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 780 | Tension: 0.999435
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 777 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 750 | Tension: 0.999544
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1010 | Tension: 1.000089
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1239 | Tension: 0.999367
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 905 | Tension: 0.999902
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 755 | Tension: 0.999561
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 951 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 735 | Tension: 0.999539
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 922 | Tension: 0.999746
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 675 | Tension: 0.999584
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 970 | Tension: 0.999782
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 696 | Tension: 0.999545
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1038 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 837 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1162 | Tension: 0.999692
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 880 | Tension: 0.999606
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2159 | Tension: 1.000175
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2312 | Tension: 0.999617
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1332 | Tension: 1.000005
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 1037 | Tension: 0.999812
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1399 | Tension: 1.000972
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1983 | Tension: 1.000301
[!] AVALANCHE in head | Flips: 10522 | Tension: 0.996648
Step 29 | Loss: 5.2483 | TPS: 5461.08 | Flips: 0.0397% | P-Scale: 0.9996 | Anneal: 0.65 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1588 | Tension: 0.999296
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1473 | Tension: 0.998937
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 811 | Tension: 0.999870
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 745 | Tension: 0.999435
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 725 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 730 | Tension: 0.999544
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1085 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1108 | Tension: 0.999367
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 891 | Tension: 0.999901
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 773 | Tension: 0.999561
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 978 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 804 | Tension: 0.999537
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 948 | Tension: 0.999748
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 774 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 1017 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 792 | Tension: 0.999544
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1042 | Tension: 0.999819
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 790 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1112 | Tension: 0.999692
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 915 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2179 | Tension: 1.000177
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2407 | Tension: 0.999617
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1369 | Tension: 1.000006
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 955 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1377 | Tension: 1.000975
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 1952 | Tension: 1.000302
[!] AVALANCHE in head | Flips: 8941 | Tension: 0.996642
Step 30 | Loss: 5.0587 | TPS: 5435.89 | Flips: 0.0383% | P-Scale: 0.9996 | Anneal: 0.65 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1607 | Tension: 0.999296
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1548 | Tension: 0.998932
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 777 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 767 | Tension: 0.999435
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 775 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 745 | Tension: 0.999544
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1154 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1237 | Tension: 0.999367
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 953 | Tension: 0.999900
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 762 | Tension: 0.999560
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 963 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 812 | Tension: 0.999536
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 886 | Tension: 0.999749
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 720 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 975 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 758 | Tension: 0.999543
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1095 | Tension: 0.999820
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 908 | Tension: 0.999701
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1202 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 911 | Tension: 0.999605
[!] AVALANCHE in blocks.10.mlp_fc1 | Flips: 2381 | Tension: 1.000180
[!] AVALANCHE in blocks.10.mlp_fc2 | Flips: 2483 | Tension: 0.999618
[!] AVALANCHE in blocks.11.mlp_fc1 | Flips: 1404 | Tension: 1.000007
[!] AVALANCHE in blocks.11.mlp_fc2 | Flips: 1026 | Tension: 0.999811
[!] AVALANCHE in blocks.12.mlp_fc1 | Flips: 1436 | Tension: 1.000978
[!] AVALANCHE in blocks.12.mlp_fc2 | Flips: 2115 | Tension: 1.000303
[!] AVALANCHE in head | Flips: 10692 | Tension: 0.996636
Step 31 | Loss: 5.6416 | TPS: 5474.76 | Flips: 0.0411% | P-Scale: 0.9996 | Anneal: 0.66 | VRAM: 6.07GB
[!] AVALANCHE in blocks.0.mlp_fc1 | Flips: 1631 | Tension: 0.999296
[!] AVALANCHE in blocks.0.mlp_fc2 | Flips: 1404 | Tension: 0.998928
[!] AVALANCHE in blocks.1.mlp_fc1 | Flips: 721 | Tension: 0.999871
[!] AVALANCHE in blocks.1.mlp_fc2 | Flips: 765 | Tension: 0.999435
[!] AVALANCHE in blocks.2.mlp_fc1 | Flips: 727 | Tension: 0.999900
[!] AVALANCHE in blocks.2.mlp_fc2 | Flips: 742 | Tension: 0.999543
[!] AVALANCHE in blocks.3.mlp_fc1 | Flips: 1099 | Tension: 1.000090
[!] AVALANCHE in blocks.3.mlp_fc2 | Flips: 1192 | Tension: 0.999366
[!] AVALANCHE in blocks.4.mlp_fc1 | Flips: 953 | Tension: 0.999899
[!] AVALANCHE in blocks.4.mlp_fc2 | Flips: 776 | Tension: 0.999559
[!] AVALANCHE in blocks.5.mlp_fc1 | Flips: 990 | Tension: 0.999845
[!] AVALANCHE in blocks.5.mlp_fc2 | Flips: 744 | Tension: 0.999535
[!] AVALANCHE in blocks.6.mlp_fc1 | Flips: 943 | Tension: 0.999751
[!] AVALANCHE in blocks.6.mlp_fc2 | Flips: 776 | Tension: 0.999583
[!] AVALANCHE in blocks.7.mlp_fc1 | Flips: 988 | Tension: 0.999781
[!] AVALANCHE in blocks.7.mlp_fc2 | Flips: 750 | Tension: 0.999542
[!] AVALANCHE in blocks.8.mlp_fc1 | Flips: 1081 | Tension: 0.999821
[!] AVALANCHE in blocks.8.mlp_fc2 | Flips: 912 | Tension: 0.999702
[!] AVALANCHE in blocks.9.mlp_fc1 | Flips: 1161 | Tension: 0.999691
[!] AVALANCHE in blocks.9.mlp_fc2 | Flips: 851 | Tension: 0.999605
